abandon,"動詞,放棄,名詞,放縱,放任"
prudent--0,"審慎的,三思而後行的,精明的,節儉的"
prudently,"謹慎地,慎重地,精明地"
prudery,"過分拘謹,故作正經"
prudish,"過分守禮的,類,過分守禮的是過分注意禮節挑剔的是過分注意質量,過分學者氣的是學究式的過分適度的是過分規矩的,裝正經的,過分規矩的"
prune,"幹梅子,梅幹,深紫紅色,傻瓜,修剪,砍掉,刪除,刪除,刪節"
pry,"刺探,過分偷偷摸摸的好奇地看或打聽,類強求是拼命要求刺探是拼命詢問暗中合作是偷偷合作窺探是偷偷注視愛打聽的是過分好奇的過分妝飾的是過分華麗的,巡游"
précis,前期
psalm,"聖詩,聖歌,詩篇,唱,聖歌"
pseudonym--0,"假名,筆名,記法,假,名稱"
psyche,"靈魂,精神,心理狀態"
psychology,"心理學,心理戰術"
public,"公眾,民眾,公眾的,公共的,公立的,公用的"
publication,"書報,刊物等的,出版,發行"
publicity,"公開,宣傳,宣揚,廣告"
publicize--0,"動詞,宣傳,公佈,廣告"
publicly,"公開地,公然地"
pucker,"記讀拍拖,需要,就會噘嘴,就會起皺,使收縮成皺褶,噘嘴,嘴唇起皺,皺褶,類,收縮劑可以收縮火花可以點燃,斜視是眼的動作噘嘴是嘴巴的動作,折疊,皺紋"
puckish,"記總是要,噘嘴,別的小女生,淘氣的,淘氣的,惡作劇的,反,冷靜的,嚴重的,嚴肅的,沉靜的,淘氣的,惡作劇的"
puddle,"水坑,一小池雨水,區,沿街叫賣,卵石,水坑,膠土,污水坑,攪濁,混凝,搗成泥漿"
puerile,"幼稚的,記,把,看做,純潔的小男孩是,幼稚,的,純,幼稚"
puff,"噴出,蒸氣,煙,抽,煙,雪茄,喘氣,噴氣聲,一次噴出,蒸氣,煙,的量,泡芙"
pugilism,"拳擊,搏擊"
pugilist,"拳擊手,拳師"
pugnacious,"好鬥的,源,拳頭表示,攻擊,打鬥,衍,例,解,諧音,胖哥奶昔,在打架,字根,還有,拳擊手,拳擊,同義字,亦是重要的,單字,都是,好鬥的"
pugnaciously,好鬥地
puissance,"記,撲,三,死我撲上去能讓你死三次,威力,源于,權力,權力,威力,根,打,有打人的力量,威力,參,拳擊,好斗的,反,無能,無權,馬的,越障能力測試,古權力,權勢,力量,影響"
puissant,"有影響力的,強大的,強壯的,強而有力的"
pulchritude,"美麗,出眾的身體美麗和吸引力,反,丑,朴素,丑陋,丑惡的"
pull,"拉,拖,拔,牽,劃,撕開,拉傷,吸引,拉,拖,拔,有吸引力拉,拖,拔,拉力"
pulled,"拉,的过去式和过去分词,扯,拉过来,划船"
pullet,"記,拖拉,小用很小的力氣就能拖著走,小母雞,不滿周歲的家養,小母雞,類,小母馬和馬小母雞和雞,通常指孵出后不到一年的,小母雞"
pulley,"記讀不累,用滑輪組可以省力,滑輪,用一個拉繩穿過的有槽的輪子,通過改變拉力的方向而拉起重物,滑車,滑輪"
pulling,"圖像伸長,拖力,拉,拉制"
pulp,"黏漿狀物質,果肉,果泥,菜泥,紙漿,動植物體內的肉質,或髓質,部分,牙髓,主美低級黃色書"
pulpy,稀爛
pulse,"脈沖,脈動,意向,動向,搏動,使跳動,用脈沖輸送,脈搏"
pulverize,"記讀,力量,用力量壓成細粉,徹底擊敗,壓成細粉,徹底擊敗,反,使凝固,研磨成粉"
pun,"雙關語,俏皮話,押韻,說雙關語,說俏皮話,用雙關語說服,搗結實"
punch,"打洞器,鑽孔機,沖壓機,沖床,力量,毆打,混合甜飲料,以拳重擊,開洞"
punctilious--0,"謹小慎微的,嚴格注意行為或舉動的小細節的,參,準時的,加標點,小孔,刺破,反,漫不經心的,玩忽職守的"
puncture--0,"刺痕,穿刺,刺穿,刺,揭穿,被刺穿"
pundit,"權威人士,專家,提出意見者,類,權威具有權威性死黨具有忠誠性"
pungent,"指氣味,味道,刺激性的,辛辣的,尖銳的,苦痛的,嚴厲的"
punish,"罰,懲罰,處罰,口折磨,損害,口大量消耗,貪婪地吃喝,口痛擊,拳擊對手"
punishment,"名詞處罰,懲罰,刑罰"
puny,"記源于,小馬,撲,你我敢撲上去打你,是因為你體格弱小的,體格弱小的,微不足道的,類,卑鄙的就是下賤的弱小的就是虛弱的,參,巨大的,小的,弱的,微不足道的"
pupa,蛹
purchase,"購買,購買品,價值,緊握,起重裝置,購買,贏得,努力取得,舉起"
pure,"純的,純粹的,純淨的,無垢的,純潔的,清白的,完美的,無瑕的,完全的,抽象的"
purely,"純粹地,全然地,非常地"
purgative,"淨化的,瀉藥"
purgatory,"天主教教義中的,煉獄,受苦受難的地方"
purge,"淨化,清除,瀉藥,使,淨化,清除,使,通便"
purify,"使純淨,使潔淨,使道德上淨化,精煉,提純"
purity,"純淨,清潔,純潔"
purlieu,"記,獵,打獵的場所,森林的邊緣地區,獵人常去的地方,某人常去的地方,森林邊緣地區,類,緊張的不是寬松的非凡的不是平常的,反,不常去的地方,不常見的地方,森林邊緣帶,常去的地方,界限,范圍"
purloin--0,"記,純潔的獅子,非常罕見,有很多人想偷,利用他人的信任而,偷竊,類,潛伏是偷偷等偷竊是偷偷獲得潛逃是偷偷離開,偷竊,盜取"
purported,"謠傳的,聲張的,號稱的"
purpose,"目的,意向,決心,效果,意義,論題,意欲,企圖,計劃"
purposeful,"有目地的,意味深長的,重大的,有決心的,果斷的"
purposes,"目的,意圖"
pursue,"追趕,追蹤,追捕,追隨,追求,實行,繼續,從事,追趕,繼續"
pursuing,追求
pursuit,"追蹤,追捕,追求,追趕,工作,職業"
purvey--0,"大量,供給,食物,類賣主供應檢察員清查"
push--0,"推,使突出,使伸出,使延伸,大力推進,推行,通過,促使,推,推進,伸展"
pushy,"形,堅持己見的,推有,的,形容詞一直將自己的意見推出去"
pusillanimous--0,"膽小的,缺少勇氣的反,不屈不撓的,剛毅大膽的,鹵莽,驍勇,膽怯"
put,"放,擺,投擲"
putrefaction,"記,熱,把東西,在很,的條件下,腐爛,由微生物作用所引起的,腐壞,腐敗,類,一致化導致一致腐敗導致腐爛,腐敗,腐敗物"
putrefy,"化膿,腐爛,墮落"
puzzle,"難題,迷惑,使困惑,使為難,苦思而得,迷惑,苦思"
pylon,"記讀怕冷,所以要架高壓電線架,供電后就可以,用來支撐高壓電線的,高壓電線架,類,支杆支撐機翼支索支撐高壓電線架,塔門,路標塔"
pyre,柴堆
quack,"冒充內行之人,庸醫,未經訓練而裝作醫生並提供藥方和治療的人,反,誠實的從業者"
quaff,"暢飲,盡情地喝飲料,類暢飲對吸飲大步走對小步走鑽研對瀏覽,探查"
quail,"畏懼,由于害怕而向后退縮,反,變得堅決的,使大膽"
quaint,"離奇有趣的,奇怪的,做得很精巧的"
qualification,"具備技能或透過經驗而得到的,資格,資歷"
qualified,"有資格的,有限制的"
qualify,"取得資格,有資格,使有資格,使合格,限定,限制,准予"
qualities,"品質,才能,特"
quality,"品質,特質,才能,質量,優質的品質"
qualm,"良心不安,開頭,例,解,通常,用複數,表示內心有,許多,不安"
qualms,"疑慮,尤指有關良心問題的"
quandary,"窘境,困惑,左右為難"
quantity,"量,數量,分量,大量,大宗"
quantum,"記,數量,一定量,定量,量子,例,降雨總量,參,數量,總量,量,額,物,量子,量子論,美國昆騰公司,是世界領先的硬盤生產商"
quarantine,"检疫,隔离,政治或商业上的,封锁,检疫期间,检疫,使在政治或商业上孤立"
quarrel--0,"吵架,反目,怨言,方形的東西,吵架,爭論,挑剔"
quarrels,爭吵
quarrelsome,"中愛爭吵的好口角的,記,爭吵,愛爭吵的"
quarry,"記為了,大家會,吵架,獵物,采石場,通過挖掘,切割或爆破岩石來獲取石料的露天坑道或洞,采集,類,采石場采岩石大理石礦廠采礦石煤炭,采岩石伐木料,獵人的目標是獵物勸誘改教者目標是皈依者,采石場,知識,消息等的,來源,挖出,苦心找出,費力地找"
quartet,"四重唱奏曲,四重唱奏组,四件一套"
quash,"通過司法行為,取消,拒絕接受反,造成,煽動,使,具有資格,証明合格,限制修飾,限制,限定"
quaver,"發顫音,震動,顫聲說話,用顫聲歌唱震音,顫聲,八分音符"
quay,"記,去,外,國,想去外國需要上碼頭,碼頭,可往船上裝貨或卸貨,碼頭"
quell--0,"製止,用武力鎮壓類冷酷無情的不能被打動鎮壓不住的不能被鎮壓反,激起"
quench,"熄滅,結束,冷浸,淬火,熄滅,平息"
querulous,"抱怨的,爱发牢骚的,易怒的,爱抱怨"
query--0,"動詞,詢問,對,表示疑問,名詞,質問,詢問"
quest--0,"探索,尋求,調查,尋找,找,追尋獵物"
question,"詢問,審問,懷疑詢問問題,疑問,疑問句"
questionable,"有問題的,值得懷疑的"
questioning,審問
questions,問題複數
queue,"隊列辮子,長隊,梳成辮子,排隊,一組等待處理的數據包或事物"
quibble,"吹毛求疵的反對意見,遁詞,為了瑣屑的原因而批評,類細枝末節是小細節小缺點是小缺點輕微的反對是小反對贊美者贊美吹毛求疵者批評傳教士傳道吹毛求疵者找錯"
quick,"快的,迅速的,敏捷的,靈敏的,活潑的,急劇的,快活肉,要點,本質,核心"
quickly,"副,快速地,迅速地,快速的,地,副詞快速地做"
quickness,"急速,迅速,速度"
quiescence--0,"記源于,靜止的,靜止,反,不安靜的動作,動作,吵鬧,騷動,靜止"
quiescent,"不動的,靜止的參,債務清償,反,粗暴的,騷亂的"
quiet,"安靜,閑適,平靜,安靜的,靜止的,寧靜的,寂靜的,樸素的,從容的,僻靜的"
quill,"記,去,用,扎你一下,你就會,豪豬等動物的,刺,羽毛,區,鎮壓,羽莖,大翎毛,豪豬,刺,的剛毛,刺穿"
quintessential--0,"精髓的,典型的,記法,五,必要的,組成世界的五種物質榜樣,精華"
quip--0,"諷刺,妙語,雙關語,說諷刺的話,嘲弄,說托辭"
quirhiness,古怪
quirk,"記,去,使厭倦,讀餓渴去尋找餓渴的狀態,怪癖,怪癖,急轉,遁詞,怪癖"
quisling,"記源自維德孔奎西林,納粹時期挪威政府的頭子,讀快死靈,一種滅蟑螂的藥,專門殺賣國賊,在敵人占領國土期間充當傀儡的,賣國賊,類,摧毀性力量毀滅賣國賊背叛,賣國賊"
quite,"十分,完全,相當,頗,的確,真正"
quiver,"震動,顫抖,箭袋,大群,顫抖,振動,射中,使顫動,敏捷的"
quivering,"顫抖,發抖"
quixotic--0,"異想天開的,不切實際的,非主流"
quo,現狀
quota,"定額,限額,配額,一分子"
quote,"動詞,引用,引述,名詞,引文,報價"
quotidian--0,"每日的,平凡的,反,非常的,非凡的,不平常的,不平常的,打擊的,顯著的"
rabble,"記,樂一邊搶劫一邊樂,暴民,烏合之眾,下等人,騷動粗俗的人群,類,各種物品組成大雜燴各種人組成烏合之眾,烏合之眾,下層社會,撥火棍,聚眾鬧事,用撥火棍攪動"
rabid,"患狂犬病的,失去理性的反,合乎邏輯的,分開的,超然的"
rabies,"狂犬病,恐水病"
races,種族
raconteur,"記,描述,人一講故事者,善于講故事的人,類,善于講故事的人喜歡講故事擅長文字者喜歡寫作,健談者,善談者"
ract,運動
racy,"記源于,比賽,賽跑,賽馬,活潑生動的,活潑生動的,反,馴服的,沒精打彩的,保持原味的,活潑的,適于賽跑的,美猥褻的"
radiance,"光輝,閃爍,容光煥發"
radiant,"發光的,明亮的,輻射的,容光煥發的"
radiantly--0,"輝煌地,清朗地"
radius,"半徑,范圍,輻射光線,有效航程,范圍,界限"
raffish,"記讀,費事,本質粗俗的人想表面艷麗比較費事,俗艷的,外表或本質粗俗表面卻艷麗的,放蕩的,類,自然的不會掩飾俗艷的不會打扮禮貌的不會怠慢,無賴卑鄙的不禮貌無憐憫心的不寬大,名譽不好的,卑鄙的,艷俗的"
raffle,"抽彩售貨,雜物,抽彩售貨,抽彩"
rafter,"記源于,木筏,感覺和,一樣,椽子,類,房頂用椽子支撐雨傘用傘骨支撐桌子用腿支撐,椽,筏夫"
rag,"碎布,抹布,碎片,碎屑,少量,破舊衣服,石板瓦,揶揄,戲弄,欺負,喧鬧"
rage,"憤怒,情緒激動,狂暴,精神錯亂,大怒,狂吹,風行"
ragged,"衣衫襤褸的,參差的,不協調的,粗糙的,刺耳的"
ragtime,"拉格泰姆音樂,美國黑人的切分樂曲,類,音樂拉格泰姆音樂,拉格泰姆音樂,期間在美國流行的一種音樂,使人發笑的,滑稽的"
raid,"襲擊,突襲,搜捕,奇襲,搜捕"
rail,"橫杆,圍欄,欄杆,鐵軌,扶手,秧雞,以橫木圍欄,鋪鐵軌,責罵,抱怨"
rain,"雨,雨水,下雨,雨天,下雨,使大量落下,大量地給"
rainfall,"名詞,降雨,下雨,降雨量"
raining,正在下雨
raise,"上升,高地,增高,提出,升起,舉起,喚起,提高,使出現,使復活,提出,籌集"
raised,"凸起的,浮雕的,發酵的"
raisin,"記,升起,喚起,裡面喚起你身體裡面的食欲要用酸的東西,葡萄干,用陽光或人工加工干製的,葡萄干,類,梅干是梅子的干葡萄干是葡萄的干,葡萄干"
rakish,"記,反複,讀開始,反複的開始,放蕩的,放蕩的,具有性生活放縱的特點的,類,放蕩的不會抑製偷懶的不會刻苦,輕快的,俏皮的,瀟洒的,放蕩的"
rally--0,"重振旗鼓,集合,示威運動,價格回穩,重整旗鼓,集合,恢復精神,團結"
ram,"斜面,坡道,敲詐,狂跳亂撞,亂沖,敲詐,蔓延,使有斜面,敲詐"
ramble,"漫步,漫遊,漫談,長篇大論並經常離題地說或寫"
rambling--0,"漫步的,閒聊的,蔓生的,雜亂的,散漫的"
rambunctious--0,"狂暴的,狂亂且無秩序的,反,靜止的"
ramify,"記,羊,羊的犄角是分叉的,使分叉,參,分支,支流,使,分枝,使,分叉,使,成網狀"
rampage,"亂鬧,亂沖,暴跳,發怒,亂鬧,狂暴"
rampant--0,"猖獗的,蔓生的,猛烈的,狂暴的,跛拱的"
rampart,"記,羊,讀怕他,羊怕防御土牆,因為犄角沒有它堅固,壁壘,防御土牆,類,堡壘防止入侵河堤防止洪水,塔樓是堅固建築物城牆是堅固障礙物,壘,壁壘,城牆,用壁壘圍繞,防衛"
ramshackle--0,"記源于,羊,搖動,建造和保養得很差以至于,搖搖欲墜的,類,搖搖欲墜的不穩固曲解的不清晰,搖搖欲墜的"
rancid,"記,跑,掉跑完一萬米往下掉臭汗,惡臭難聞的,不新鮮的,惡臭難聞的,根,仇,臭,讀怨,象油脂腐臭味的,腐臭的"
rancor,"怨恨,音讀亂看招致怨恨"
rancorous,"怨恨的,憎恨的,恨意,敵意"
random,"隨意,任意,任意的,隨便的,胡亂的,隨機的,胡亂地"
range,"範圍,行列,射程,排列,歸類於,使並列,放牧,平行,延伸,排,行,山脈"
ranger,遊騎兵
rank,"等級,排,橫列,隊伍,階級,繁茂的,惡臭的,討厭的,下流的,排列,歸類於"
ranked,分等
rankle,"使不斷的惱怒或怨恨源該詞原是小蛇的意思,現在的折磨人的痛苦源于小蛇的撕咬反,使平靜,安慰,使平靜,平息,鎮壓"
ranks,隊伍
ransom,"贖金,贖身,贖回,敲詐,勒索,贖,贖身,贖回,勒索贖金"
rant,"用粗野的,極大的聲音,咆哮類畏縮是害怕的表現咆哮是憤怒的表現"
rapacious--0,"贪婪的,尤指贪财的,抢劫的,掠夺的"
rapid,"迅速的,飛快的,急促的,險峻的急流"
rapidly,"飛快地,迅速地,趕緊地"
rapids,"河的,急流,湍流"
rapidstreams,急流
rapport,"和諧,友好關系一種互相信任,彼此友愛的關系"
rapprochement,"和睦,互相諒解,誠實衷心的狀態,再和好,重修舊好反,疏遠"
rapscallion,"古惡棍,流氓"
rapt,"專心致志的,被深深打動或激起興奮的,參,全神貫注,興高采烈,類無畏的不怕威懾全神貫注的不怕分心反,心煩意亂的"
rare,"稀罕的,罕有的,珍貴的,稀薄的,半熟的,非常的,非常"
rarefaction,"記源于,稀罕的,稀薄化,類,提純使稀薄,同義,反,濃縮,變稀薄,稀薄"
rarefied,"稀薄的,精選的,變精細的,崇高的,高尚的,深遠的"
rarefy,"記源于,稀罕的,使稀薄,使變瘦,變淡,變得不緊湊,反,使更稠密,集中,濃縮,稀薄"
